GCA_000251025.1 Salmonella_enterica
GCA_016717655.1 g__specI_v4_02306_s__specI_v4_02306
GCA_016719015.1 JJ008_s__specI_v4_02307
GCA_016705365.1 UBA5518_sp002396625
GCA_016717105.1 OLB9_s__specI_v4_02309
GCA_016703265.1 CAINDZ01_s__specI_v4_02310
GCA_016703105.1 PHOS-HE28_s__specI_v4_02311
GCA_016711825.1 OLB11_s__specI_v4_02312
GCA_016700415.1 PHOS-HE28_sp002396605
GCA_006459165.1 Bradyrhizobium_symbiodeficiens
GCA_902800455.1 Methanobrevibacter_A_sp900317865
GCA_001768195.1 LD21_sp001768195
GCA_001767835.1 UBA9655_sp001767835
GCA_000475255.1 Marinobacter_vinifirmus
GCA_009857635.1 Duganella_sp003416985
GCA_017412555.1 UBA9732_sp902781545
GCA_017417525.1 UBA1205_sp002309475
GCA_902770295.1 UBA1711_sp900319865
GCA_001704155.1 Stenotrophomonas_rhizophila_A
GCA_002742025.1 CACIAM-69d_sp001698445
GCA_000025025.1 Dehalococcoides_mccartyi_A
GCA_001667525.1 Mycobacterium_kubicae
GCA_018667815.1 Methyloprofundus_sp012960135
GCA_001654865.1 Buttiauxella_[agrestis,gaviniae,noackiae,brennerae]
GCA_016863215.1 Planomonospora_parontospora
GCA_000521725.1 Bibersteinia_trehalosi
GCA_000214095.3 Acidithiobacillus_ferrivorans
GCA_001560855.1 Anoxybacillus_A_rupiensis
GCA_003710905.1 Brevibacillus_parabrevis
GCA_903911355.1 Nodularia_sp903911355
GCA_000613385.1 Bacteroides_acidifaciens
GCA_013785525.1 Citrobacter_gillenii
GCA_001078075.1 Erwinia_aphidicola
GCA_006539505.1 Streptomyces_spinoverrucosus
GCA_001592965.1 Fabibacter_spongicola
GCA_001592125.1 Microbacterium_hominis
GCA_015060115.1 Alistipes_s__specI_v4_02341
GCA_000317305.3 Mycobacterium_neoaurum_A
GCA_902383945.1 Ruthenibacterium_sp900546885
GCA_905212875.1 UBA7173_sp900545955
GCA_904419285.1 Mediterraneibacter_sp002314255
GCA_018369315.1 Alistipes_communis
GCA_001555785.1 Sphingomonas_sp001555965
GCA_002081495.1 Streptomyces_sp001298545
GCA_018057425.1 BJ6_sp014584595
GCA_905198485.1 Enterocloster_sp001517625
GCA_014288125.1 An92_sp900199495
GCA_905208485.1 Roseburia_sp003470905
GCA_014841835.1 Massilia_s__specI_v4_02357
GCA_000379605.1 Pararhizobium_giardinii
GCA_900315385.1 RUG013_sp001486445
GCA_000333755.1 Legionella_anisa
GCA_001468315.1 Sphingopyxis_sp001468395
GCA_002085735.1 Tatlockia_micdadei
GCA_001648675.1 Tatlockia_jordanis
GCA_001536245.1 LDYB01_sp001442985
GCA_018900265.1 UBA2250_sp013791905
GCA_001438605.1 HTCC2207_sp001438605
GCA_001431365.1 Salegentibacter_mishustinae
GCA_014839455.1 Microbacterium_sp001792815
GCA_003614435.1 Mycobacterium_paragordonae
GCA_018332875.1 Heyndrickxia_oleronia
GCA_902809895.1 Acinetobacter_piscicola_A
GCA_003460605.1 Blautia_A_sp900066145
GCA_012986145.1 Pseudomonas_E_peli
GCA_003438615.1 Bacteroides_sp003545565
GCA_000023965.1 Halomicrobium_mukohataei
GCA_014287995.1 Agathobaculum_sp900291975
GCA_903814175.1 Thiodubiliella_sp900128535
GCA_000513535.1 Planococcus_glaciei
GCA_000979975.1 Methanosarcina_sp000979455
GCA_000146365.1 Centipeda_felix
GCA_006370295.1 Trichococcus_[sp002155105,collinsii,alkaliphilus,patagoniensis]
GCA_009835385.1 VXYK01_sp009845995
GCA_009828745.1 Erysipelothrix_sp011301115
GCA_009696445.1 UBA2856_[sp902800805,sp009696445,sp900319065]
GCA_000019945.1 Methylobacterium_thiocyanatum
GCA_017304015.1 Variovorax_sp001899795
GCA_001552415.1 Corynebacterium_xerosis
GCA_000235585.1 Paenibacillus_maysiensis
GCA_004793465.1 Adlercreutzia_muris
GCA_008830655.1 Corynebacterium_sp014490575
GCA_002220775.1 Campylobacter_B_sputorum_B
GCA_002220795.1 Campylobacter_B_sputorum
GCA_000260675.1 Haemophilus_A_paraphrohaemolyticus
GCA_006088715.1 Streptomyces_spectabilis
GCA_000297415.1 Methylacidiphilum_fumariolicum
GCA_001625685.1 Pseudoalteromonas_luteoviolacea_G
GCA_015075065.1 IGN2_sp013285405
GCA_009840065.1 VYCS01_sp009840065
GCA_000721305.1 Streptomyces_cacaoi
GCA_000181475.1 Gimesia_maris
GCA_009796825.1 Algibacter_lectus
GCA_000468595.1 Cellulophaga_baltica
GCA_001552315.1 Mycobacterium_chlorophenolicum
GCA_016097845.1 Rossellomorea_enclensis
GCA_009192845.1 Mycobacterium_mucogenicum_B
GCA_002915195.1 Agrobacterium_rosae
GCA_002741105.1 Pseudomonas_E_sediminis
GCA_000287395.1 Pseudomonas_E_mendocina_A
GCA_000330945.1 Clostridium_I_pasteurianum
GCA_001591825.1 Rossellomorea_vietnamensis
GCA_001598915.1 Williamsia_muralis
GCA_012030385.1 Microbacterium_sp002979655
GCA_000705355.1 Pseudorhizobium_pelagicum
GCA_004803775.1 Campylobacter_A_mucosalis
GCA_900218035.1 Pseudobutyrivibrio_ruminis
GCA_000702905.1 Mitsuokella_jalaludinii
GCA_000829335.1 Mycoplasmopsis_californica
GCA_900540655.1 Robinsoniella_peoriensis
GCA_000379945.1 Porphyromonas_macacae
GCA_000353565.1 Brevibacillus_borstelensis
GCA_013414765.1 Accumulibacter_sp000584975
GCA_005938105.1 Ochrobactrum_B_[sp900465685,haematophilum,sp014138095]
GCA_001435505.1 Companilactobacillus_futsaii
GCA_000009365.1 Alcanivorax_borkumensis
GCA_000521655.1 Mannheimia_varigena
GCA_005878855.1 13-2-20CM-66-19_sp001914695
GCA_007559275.1 Bifidobacterium_asteroides_B
GCA_000368645.1 Acinetobacter_brisouii
GCA_000411415.1 Pauljensenia_sp000411415
GCA_000452865.1 Pseudomonas_E_sp002699985
GCA_001810835.1 Nosocomiicoccus_ampullae_A
GCA_905204715.1 Lachnospira_sp000437735
GCA_905207085.1 Clostridium_Q_sp000435655
GCA_900539115.1 Eubacterium_F_sp900539115
GCA_905203525.1 CAG-274_sp900545305
GCA_000381385.1 Thioalkalivibrio_halophilus
GCA_000420325.1 Spongiibacter_tropicus
GCA_900119695.1 Gleimia_europaea_A
GCA_000407365.1 Enterococcus_C_asini
GCA_000407185.1 Enterococcus_A_malodoratus
GCA_009775325.1 CAG-485_sp002493045
GCA_900002405.2 Actinomyces_glycerinitolerans
GCA_000219665.2 Agrobacterium_oryzihabitans
GCA_000398925.1 Butyricicoccus_pullicaecorum
GCA_000337055.1 Halorubrum_distributum
GCA_000383655.1 Streptomyces_griseorubiginosus
GCA_000379185.1 Capnocytophaga_cynodegmi
GCA_900101805.1 Legionella_D_israelensis
GCA_004556705.1 CAG-180_sp004556705
GCA_000373725.1 Acinetobacter_bouvetii
GCA_017833035.1 Frigoribacterium_sp004364285
GCA_018365755.1 Longibaculum_muris
GCA_004295645.1 Limnobaculum_[sp006491675,sp004295645]
GCA_001421745.1 Sphingomonas_[sp003050745,sp003610375,faeni,sp001421745,sp004340965]
GCA_006441095.1 Mesorhizobium_sp000513935
GCA_001298755.1 Mesorhizobium_plurifarium
GCA_004018255.1 Mesorhizobium_sp003952485
GCA_000520875.1 Rhizobium_hidalgonense
GCA_002531775.1 Rhizobium_sp002531955
GCA_002531885.1 Rhizobium_sp002117485
GCA_007989335.1 Acetobacter_orientalis
GCA_000315425.1 Massilia_timonae
GCA_003795145.1 Tetragenococcus_koreensis
GCA_000306115.2 Leptospira_B_wolffii
GCA_002811905.1 Leptospira_A_meyeri
GCA_003725335.1 Parvibacter_caecicola
GCA_000300095.1 Paraburkholderia_phenoliruptrix
GCA_000224005.3 Marichromatium_gracile
GCA_000475175.1 Alcanivorax_xenomutans
GCA_000271325.1 Solibacillus_silvestris
GCA_000297875.1 Myroides_odoratus
GCA_000296485.1 Winkia_sp002849225
GCA_001310895.1 Virgibacillus_halodenitrificans
GCA_000014925.1 Paenarthrobacter_[aurescens,nitroguajacolicus,sp000281065]
GCA_900176145.1 Sulfobacillus_thermosulfidooxidans
GCA_009720365.1 Catellatospora_citrea
GCA_000332995.1 Gordonia_amicalis
GCA_002209535.1 Achromobacter_marplatensis
GCA_002504665.1 UBA447_sp002503205
GCA_018382975.1 Eubacterium_R_sp003526845
GCA_008118325.1 Dermacoccus_abyssi
GCA_002943655.1 Chryseobacterium_carnipullorum
GCA_900538585.1 Lachnospira_sp000436475
GCA_900472415.1 Rhizobium_sp900468805
GCA_905202745.1 AM51-8_sp003478275
GCA_905201935.1 Eisenbergiella_sp003478085
GCA_003460505.1 Eubacterium_G_sp000435815
GCA_000158315.2 Fusobacterium_A_ulcerans
GCA_003287415.1 Faecalibacterium_prausnitzii_I
GCA_016837165.1 Cysteiniphilum_s__specI_v4_02499
GCA_900542095.1 Evtepia_gabavorous
GCA_900129475.1 Tenacibaculum_mesophilum
GCA_014279655.1 Synechococcus_C_sp000230675
GCA_002944405.1 Sinorhizobium_fredii_C
GCA_000258965.1 Mycoplasmopsis_A_canis
GCA_000195775.1 Rhodopseudomonas_palustris_F
GCA_015864635.1 Psychrobacter_fozii
GCA_013116615.1 Corallococcus_[exercitus,carmarthensis,aberystwythensis]
GCA_000252955.1 Xenorhabdus_nematophila
GCA_001905725.1 Streptomyces_[caelestis,sp000721605,sp001905725]
GCA_004403015.1 Streptomyces_[tirandamycinicus,spongiicola,sp003725745,sp011766325]
GCA_000248035.2 Gordonia_terrae
GCA_000243735.3 Leptospira_kmetyi
GCA_000238375.4 Pseudoalteromonas_[aurantia,sp003590335,citrea]
GCA_000167195.1 Crocosphaera_watsonii
GCA_000425785.1 Pseudomonas_E_taiwanensis
GCA_019977815.1 Vibrio_penaeicida
GCA_000018605.1 Petrotoga_mobilis
GCA_013277615.1 Pseudomonas_E_marincola
GCA_000024845.1 Rhodothermus_marinus
GCA_000648615.1 Sporolactobacillus_terrae
GCA_007625215.1 Spiribacter_roseus
GCA_018822135.1 Pararheinheimera_s__specI_v4_02522
GCA_002752075.1 Izhakiella_sp002752165
GCA_000203895.1 Paracoccus_denitrificans
GCA_003344805.1 Paracoccus_versutus
GCA_000197735.1 Glutamicibacter_arilaitensis
GCA_000195975.1 Synechococcus_E_sp000195975
GCA_000190755.3 Methylobacter_A_tundripaludum
GCA_002429765.1 Sphingobacterium_sp002429765
GCA_000185645.1 Gemella_morbillorum
GCA_902781275.1 Weimerbacter_sp900317825
GCA_002314135.1 UBA3465_sp002730875
GCA_002480925.1 Weimerbacter_sp002480925
GCA_902763075.1 RC9_sp002472565
GCA_000183665.1 Liberibacter_solanacearum
GCA_000179675.1 Prevotella_disiens
GCA_002452215.1 UBA5920_sp002452215
GCA_015265435.1 Alcanivorax_sp002313655
GCA_902859785.1 Paraburkholderia_graminis
GCA_910574835.1 Anaerosacchariphilus_s__specI_v4_02541
GCA_910574825.1 Acutalibacter_s__specI_v4_02542
GCA_910588735.1 Eubacterium_F_s__specI_v4_02543
GCA_903933225.1 Mxb001_sp903954205
GCA_003730275.1 Brevundimonas_halotolerans
GCA_903896365.1 CAITWF01_sp903896015
GCA_903905505.1 JAAFHB01_sp903905505
GCA_903951825.1 Azonexus_sp903951825
GCA_903848695.1 Opi-474_sp903881475
GCA_903859715.1 Opi-474_sp903859715
GCA_903845115.1 CAIMWE01_sp903845115
GCA_903872075.1 Palsa-881_sp903872075
GCA_903902555.1 Rhodoferax_sp903839085
GCA_903952775.1 CAJBBX01_sp903951425
GCA_903875785.1 Methylovulum_sp903928685
GCA_903868535.1 CAIQIA01_sp903871775
GCA_903923905.1 JAAFHB01_sp903923905
GCA_903830655.1 RAAP-2_sp903830655
GCA_903925045.1 UBA953_sp903829855
GCA_903862845.1 CAIXSE01_sp903862845
GCA_903829385.1 CAIWAD01_sp903910645
GCA_903904835.1 Schlesneria_sp903904835
GCA_903870545.1 UBA10906_sp903870545
GCA_903880075.1 CAIXPL01_sp903921325
GCA_903994415.1 Chlorobium_sp903994635
GCA_903833315.1 CAIKAF01_sp903825395
GCA_903953655.1 RAAP-2_sp903825035
GCA_903930455.1 CAIYYT01_sp903930455
GCA_903851665.1 Polynucleobacter_sp903821995
GCA_903841325.1 CAIJHQ01_sp903820505
GCA_903867425.1 CAIKLP01_sp903838995
GCA_903819975.1 Sediminibacterium_sp903819975
GCA_902799085.1 CAG-791_sp900319245
GCA_002438635.1 RC9_sp002438635
GCA_017161075.1 Clostridium_AQ_sp000165065
GCA_002439585.1 RC9_sp002439585
GCA_002342875.1 UBA4036_sp002382325
GCA_902787945.1 RC9_sp900320185
GCA_902761405.1 RC9_sp900321245
GCA_902776885.1 UBA1213_sp900322105
GCA_002452095.1 RF16_sp002452095
GCA_002285285.1 Lampropedia_sp002285285
GCA_001829005.1 Sediminibacterium_[sp001829005,sp002281875]
GCA_000160455.2 Acetomicrobium_[hydrogeniformans,thermoterrenum,sp002385485,sp002433005]
GCA_000403375.2 Paenibacillus_A_barengoltzii
GCA_007713855.1 Corynebacterium_sanguinis
GCA_903834055.1 Cyanobium_sp903917565
GCA_000159035.1 Actinomyces_urogenitalis
GCA_000158235.1 Fusobacterium_C_gonidiaformans
GCA_902801195.1 Prevotella_sp900317685
GCA_905208465.1 UBA5394_sp003150565
GCA_002785505.1 Altarchaeum_hamiconexum
GCA_904392535.1 Fusicatenibacter_sp900543115
GCA_000155615.1 Alcanivorax_sp000155615
GCA_900471515.1 Rhizobium_sp900471515
GCA_014193265.1 Rhizobium_sp900467885
GCA_017519885.1 UBA3663_sp900319235
GCA_900317895.1 Prevotella_sp900318395
GCA_900539375.1 Clostridium_sp900539375
GCA_902775755.1 CAG-110_sp900316335
GCA_902788065.1 Prevotella_sp900316265
GCA_902760695.1 Eubacterium_Q_sp900316715
GCA_900315045.1 Duodenibacillus_sp900315045
GCA_900314875.1 RUG039_sp900314875
GCA_900314715.1 Prevotella_sp900314715
GCA_902784725.1 UBA1066_sp900314565
GCA_000014765.1 Nitrosomonas_eutropha
GCA_000152985.1 Leeuwenhoekiella_blandensis
GCA_003477705.1 Lachnoclostridium_B_sp900066555
GCA_001983975.1 Streptomyces_malaysiensis
GCA_002159225.1 Flavonifractor_sp002161085
GCA_001550375.1 Streptomyces_europaeiscabiei
GCA_000367925.1 Acinetobacter_[bohemicus,kyonggiensis]
GCA_003051045.1 Nitrosomonas_ureae
GCA_003850565.1 Pseudomonas_E_sp001705835
GCA_000027325.1 Mycoplasmoides_genitalium
GCA_000158495.1 Oxalobacter_formigenes
GCA_003062345.1 Sedimenticola_A_endophacoides
GCA_019308215.1 UBA3076_s__specI_v4_02625
GCA_018058605.1 TTA-H9_sp002071415
GCA_004138125.1 UBA4179_sp002849245
GCA_019801365.1 Mameliella_s__specI_v4_02629
GCA_000023245.1 Actinosynnema_[mirum,pretiosum]
GCA_900021155.1 Alistipes_sp900021155
GCA_019084245.1 Hoeflea_s__specI_v4_02635
GCA_018903175.1 SURF-10_s__specI_v4_02636
GCA_018897975.1 g__specI_v4_02637_s__specI_v4_02637
GCA_018854015.1 Acidithiobacillus_A_s__specI_v4_02639
GCA_015163075.1 Streptomyces_[aquilus,antibioticus,sp002027195,sp003143935]
GCA_018821435.1 Phenylobacterium_s__specI_v4_02641
GCA_018672635.1 UBA10348_sp002469915
GCA_018698075.1 GCA-2726415_s__specI_v4_02644
GCA_009721625.1 Pseudomonas_A_sp000765155
GCA_002884975.1 Akkermansia_muciniphila_C
GCA_900540435.1 Varibaculum_cambriense_A
GCA_000433975.1 Eubacterium_R_sp000433975
GCA_014465855.1 Eubacterium_R_sp900539775
GCA_000438315.1 CAG-353_sp900066885
GCA_018366395.1 Blautia_A_[sp900547615,sp900549015,sp900540785]
GCA_018365685.1 CAG-81_sp000435795
GCA_018257525.1 Tatumella_s__specI_v4_02656
GCA_001310815.1 Pseudovibrio_denitrificans
GCA_002390965.1 Corynebacterium_flavescens
GCA_900197775.1 Helicobacter_E_salomonis
GCA_018369095.1 Enterocloster_sp900547035
GCA_904390215.1 g__specI_v4_02661_s__specI_v4_02661
GCA_002749675.1 Mesoplasma_[coleopterae,entomophilum]
GCA_905479015.1 UBA4465_sp002470835
GCA_017854395.1 UBA7434_sp002480045
GCA_017853655.1 BACL27_sp014190055
GCA_003751445.1 Streptomyces_[sp003752275,brevispora,sp000470535,sp001905365,sp003751445]
GCA_000007925.1 Prochlorococcus_marinus
GCA_002381125.1 UBA4179_sp002381125
GCA_000007085.1 Caldanaerobacter_subterraneus
GCA_000466745.1 Campylobacter_concisus
GCA_002783585.1 CG1-02-43-210_sp002783585
GCA_002784415.1 CG1-02-43-26_sp001872735
GCA_009994845.1 UBA1563_sp001871325
GCA_017449135.1 Fretibacterium_s__specI_v4_02674
GCA_001613855.1 Thalassospira_lucentensis_A
GCA_002902845.1 Chromobacterium_amazonense
GCA_000373865.1 Terrisporobacter_glycolicus
GCA_016901775.1 AM07-15_sp003477405
GCA_002160275.1 UBA9475_sp002161675
GCA_016781345.1 JKG1_s__specI_v4_02681
GCA_009695905.1 VUNA01_sp002299625
GCA_016710235.1 UBA3362_s__specI_v4_02683
GCA_016718315.1 Obscuribacter_s__specI_v4_02684
GCA_016719385.1 Microthrix_sp002473265
GCA_016704485.1 PHOS-HE28_s__specI_v4_02686
GCA_016704165.1 UBA3362_s__specI_v4_02687
GCA_016704145.1 Fen-999_s__specI_v4_02688
GCA_016706685.1 g__specI_v4_02689_s__specI_v4_02689
GCA_001688705.2 Acutalibacter_muris
GCA_001183605.1 Lysinibacillus_xylanilyticus
GCA_004114935.1 Bradyrhizobium_zhanjiangense
GCA_001777915.1 UBA2226_sp001777915
GCA_001481725.1 Eubacterium_maltosivorans
GCA_008704425.1 Streptomyces_fradiae
GCA_902777845.1 F23-D06_sp900319925
GCA_902782125.1 Saccharofermentans_s__specI_v4_02697
GCA_016522115.1 Globicatella_sp010892315
GCA_004209355.1 Acinetobacter_wuhouensis
GCA_910588085.1 Amulumruptor_sp001689515
GCA_001682135.1 Thermosipho_affectus
GCA_015864575.1 Rhodoglobus_s__specI_v4_02703
GCA_002786135.1 Mycobacterium_gordonae
GCA_009931355.1 Mycobacterium_monacense
GCA_017640965.1 Altererythrobacter_ishigakiensis
GCA_016860805.1 OLB18_sp001567425
GCA_015550185.1 Romboutsia_hominis
GCA_014644515.1 Pseudarthrobacter_polychromogenes
GCA_001627395.1 Nocardioides_sp001627335
GCA_001294745.1 Idiomarina_zobellii
GCA_014905395.1 Lactococcus_lactis_A
GCA_001612825.1 Nocardia_[caishijiensis,coubleae,ignorata]
GCA_015549585.1 Bacteroides_congonensis
GCA_009848385.1 Leclercia_sp002902985
GCA_002027555.1 Moraxella_[bovis,equi,lacunata]
GCA_015060665.1 Prevotella_sp002351725
GCA_017935505.1 UBA1232_s__specI_v4_02720
GCA_000691525.1 Mycobacterium_neoaurum
GCA_000952855.1 Aequorivita_vladivostokensis
GCA_001509375.1 Methanothrix_A_harundinacea_D
GCA_001570885.1 Micrococcus_lylae
GCA_001570565.1 Herbidospora_[cretacea,daliensis,galbida,sakaeratensis,yilanensis]
GCA_002050165.1 OLB4_sp002050165
GCA_000428745.1 Veillonella_A_magna
GCA_900543465.1 COE1_sp001916965
GCA_016900695.1 Phocaeicola_sp900540105
GCA_016126655.1 Globicatella_s__specI_v4_02731
GCA_000373345.1 Leptotrichia_wadei
GCA_014695915.1 g__specI_v4_02734_s__specI_v4_02734
GCA_018647405.1 Nitrosopelagicus_s__specI_v4_02735
GCA_001043055.1 Pseudomonas_E_weihenstephanensis
GCA_900186585.1 Massilimaliae_timonensis
GCA_900549765.1 Niameybacter_sp900549765
GCA_014287965.1 Lawsonibacter_sp900066645
GCA_014287875.1 Lawsonibacter_sp014287875
GCA_009834545.1 Pseudomonas_E_[migulae,sp900187635]
GCA_000148995.1 Listeria_grayi
GCA_014648455.1 Spirillospora_[citrea,coerulea,luteofluorescens,mexicana]
GCA_004912135.1 Allorhizobium_rosettiformans
GCA_006542425.1 Pseudoxanthomonas_A_sp006542425
GCA_016106375.1 VFJL01_sp013450215
GCA_003350405.1 Gluconacetobacter_[liquefaciens,sp014174165]
GCA_001482485.1 Lysinibacillus_fusiformis_D
GCA_000765685.2 Helicobacter_C_typhlonius
GCA_001457875.1 Pauljensenia_radingae_A
GCA_018901025.1 B13-G4_sp013792055
GCA_002435605.1 TMED14_sp001438205
GCA_011759585.1 Frigoribacterium_endophyticum
GCA_000706725.1 Bacillus_H_oshimensis
GCA_009857135.1 Streptomyces_[sp900290235,neyagawaensis,ossamyceticus,sp009857135,torulosus]
GCA_001704275.1 Streptomyces_yunnanensis
GCA_002285715.1 Mycobacterium_marseillense
GCA_000164135.1 Mycobacterium_parascrofulaceum
GCA_001673415.1 Mycobacterium_europaeum_A
GCA_001675935.1 Shewanella_japonica
GCA_000203975.3 Leisingera_sp000203975
GCA_014706005.1 Spirillospora_[verrucosospora,montaniterrae,sp008923205]
GCA_013155125.1 Pseudonocardia_s__specI_v4_02767
GCA_013043685.1 RR4-38_sp013043685
GCA_013031125.1 Ruegeria_s__specI_v4_02769
GCA_013031165.1 Ruegeria_sp903914075
GCA_013033515.1 Ruegeria_sp013033515
GCA_012689545.1 Paracoccus_sanguinis
GCA_001312005.1 Methylomonas_koyamae
GCA_903813475.1 Thiodubiliella_sp900128535
GCA_001283105.1 Helicobacter_E_ailurogastricus
GCA_012371315.1 Acinetobacter_sp012371325
GCA_011772205.1 WVZY01_sp011772205
GCA_000007225.1 Pyrobaculum_aerophilum
GCA_011039175.1 D16-34_sp011392455
GCA_000160655.1 Cardiobacterium_hominis
GCA_003417535.1 Hydrogenophaga_borbori
GCA_016776905.1 UBA12191_[sp003540375,sp009937185]
GCA_017853145.1 UBA1268_sp009919445
GCA_910573795.1 Emergencia_sp009936045
GCA_900010525.1 Sphingobium_sp900013425
GCA_009838065.1 Bin125_sp009838915
GCA_009841335.1 Bin80_sp009841335
GCA_009838735.1 Bin125_sp009838735
GCA_016505505.1 Citrobacter_murliniae
GCA_013415245.1 Streptococcus_danieliae
GCA_900167345.1 Vibrio_cincinnatiensis
GCA_009729415.1 Mycobacterium_sp009729415
GCA_009729095.1 Mycobacterium_sp009729095
GCA_016863575.1 Micromonospora_[sediminimaris,sp010560025]
GCA_009694435.1 SHUY01_sp009694435
GCA_000143225.1 Herbaspirillum_seropedicae
GCA_000333655.1 Methylobacterium_rhodesianum
GCA_009649495.1 Limosilactobacillus_caviae
GCA_900109805.1 Variovorax_gossypii
GCA_004014805.1 Mycobacterium_elephantis
GCA_000988565.1 Myxococcus_fulvus
GCA_000342125.1 Streptomyces_[mobaraensis,sp014253015]
GCA_000063605.1 Mycoplasmopsis_agalactiae
GCA_016406015.1 Acidovorax_temperans
GCA_000876225.1 Micromonospora_[carbonacea,haikouensis]
GCA_000177015.3 Lawsonibacter_sp000177015
GCA_000821265.1 Collinsella_bouchesdurhonensis
GCA_003957805.1 Synechococcus_elongatus
GCA_008633865.1 Campylobacter_D_sp008633915
GCA_001304695.1 Xanthomonas_axonopodis
GCA_000230655.3 Thermotoga_maritima
GCA_000771665.1 Bifidobacterium_callitrichos
GCA_001025155.1 Bifidobacterium_angulatum
GCA_000770945.1 Bifidobacterium_merycicum
GCA_014107455.1 Wolbachia_pipientis_B
GCA_000509245.1 Porphyromonas_crevioricanis
GCA_003288315.1 Roseovarius_mucosus_A
GCA_000758565.1 Paenibacillus_sp000758565
GCA_000757905.1 Arsenophonus_[sp000757905,sp902713415,sp900343025]
GCA_903892235.1 Paraburkholderia_sp900104795
GCA_000019045.1 Anoxybacillus_flavithermus
GCA_000734015.1 Thermodesulfobacterium_commune
GCA_000739875.1 Comamonas_aquatica
GCA_900104265.1 Pseudomonas_E_sp009932725
GCA_000730165.2 Nitrospirillum_amazonense
GCA_003865135.1 Streptomyces_chrestomyceticus
GCA_007858355.1 Pseudomonas_E_helleri_A
GCA_002020135.1 Thioclava_marina
GCA_007744075.1 Gimesia_sp002724985
GCA_001757415.1 Synergistes_jonesii
GCA_000687995.1 Selenomonas_A_ruminantium_B
GCA_000180055.1 Streptococcus_downei
GCA_000686005.1 Phyllobacterium_sp900113985
GCA_000585115.1 Aliarcobacter_lanthieri
GCA_000518625.1 Roseomonas_gilardii
GCA_000621785.1 Ruminococcus_flavefaciens
GCA_000621365.1 Legionella_B_geestiana
GCA_000621105.1 Mannheimia_granulomatis
GCA_000374925.1 Arthrobacter_I_[sp000374925,sp900168135,sp900102785,sp900102895]
GCA_000614355.1 Porphyromonas_A_cangingivalis
GCA_000614165.1 Bacteroides_stercorirosoris
GCA_000355675.1 Thalassolituus_oleivorans
GCA_900538345.1 Veillonella_tobetsuensis
GCA_000523275.1 Lebetimonas_sp000523275
GCA_001422345.1 Methylobacterium_sp000376345
GCA_000518005.1 Viridibacillus_arenosi
GCA_000687635.1 Bifidobacterium_ruminantium
GCA_000522465.1 Aliarcobacter_cibarius
GCA_000510685.1 Sinorhizobium_aridi
GCA_001434785.1 Levilactobacillus_namurensis
GCA_000185145.2 Prevotella_oralis
GCA_000463155.2 Siccibacter_turicensis
GCA_000485965.1 Franconibacter_pulveris
GCA_001700755.2 Cutibacterium_granulosum
GCA_004000905.1 Paenibacillus_O_[humicus,sp002243345]
GCA_000364325.1 Atopobium_minutum
GCA_000467165.1 Vibrio_[azureus,sagamiensis]
GCA_000447675.1 Treponema_B_pedis
GCA_000012545.1 Methanosphaera_stadtmanae
GCA_001655055.1 Providencia_heimbachae
GCA_900539045.1 CAG-145_sp000435715
GCA_900541545.1 Alistipes_sp000434235
GCA_000431895.1 CAG-603_sp900066105
GCA_902798435.1 Succinivibrio_[sp002449335,sp900315395]
GCA_000429405.1 Algoriphagus_[formosus,marincola]
GCA_000187125.1 Centipeda_artemidis
GCA_000425765.1 Pseudomonas_E_parafulva
GCA_000424205.1 Clostridium_X_cadaveris
GCA_000423385.1 Megamonas_hypermegale
GCA_000318405.1 Brevundimonas_diminuta_B
GCA_000412335.2 Cedecea_davisae
GCA_015351335.1 Corynebacterium_afermentans
GCA_015234195.1 NM07-P-09_sp004793665
GCA_000383615.1 Streptomyces_[sviceus,pseudovenezuelae,canus]
GCA_004556885.1 CAG-170_sp002404795
GCA_000369405.1 Acinetobacter_dispersus
GCA_004402595.1 Cryobacterium_sp004402595
GCA_900635775.1 Avibacterium_[gallinarum,volantium,endocarditidis]
GCA_004342035.1 Sphingobacterium_kitahiroshimense
GCA_001433815.1 Ligilactobacillus_pobuzihii
GCA_003986935.1 Paraburkholderia_kururiensis
GCA_002003305.1 Clostridium_saccharoperbutylacetonicum
GCA_001695195.1 Aliarcobacter_porcinus
GCA_013170765.1 Mesorhizobium_[loti,sp013170825]
GCA_004010775.1 Paracoccus_marcusii
GCA_014858745.1 Pseudoalteromonas_peptidolytica
GCA_000316195.1 Brachyspira_hampsonii_C
GCA_000497575.1 Afipia_sp000497575
GCA_002999515.1 Streptococcus_anginosus_C
GCA_003991565.1 Butyricimonas_faecalis
GCA_000021765.1 Thauera_aminoaromatica
GCA_000308455.1 Nocardia_abscessus
GCA_000512895.1 Dehalobacter_restrictus
GCA_001713475.1 Allorhizobium_sp001713475
GCA_000688655.1 Lonsdalea_quercina
GCA_000243815.3 Leptospira_alexanderi
GCA_000306335.2 Leptospira_mayottensis
GCA_000233655.2 Brachybacterium_paraconglomeratum
GCA_000620805.1 Exiguobacterium_A_undae
GCA_016100925.1 Lactobacillus_helsingborgensis
GCA_000008325.1 Methylococcus_capsulatus
GCA_900143515.1 Micromonospora_[sp003667505,coriariae,cremea,sp003172955]
GCA_000297155.3 Streptomyces_tsukubensis
GCA_903960945.1 UBA969_sp903960945
GCA_000143785.1 Chryseobacterium_gleum
